youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0260,19,New Castle,career_pathway;case_management;college;general_support;homelessness;housing;independent_living;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;postsecondary,23,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0260,19,New Castle,career_pathway;case_management;college;general_support;homelessness;housing;independent_living;postsecondary;young_adults,R004,West End Life Lines Transitional Housing,Housing,Statewide,18,23,case_management;homelessness,23,High,Referral / eligibility screening,https://westendnh.org/programs/life-lines-programs/
YP-0260,19,New Castle,career_pathway;case_management;college;general_support;homelessness;housing;independent_living;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;housing,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0261,17,Kent,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;job_training;paid_work,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;housing,43,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0261,17,Kent,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0261,17,Kent,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0261,17,Kent,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;job_training;paid_work,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0261,17,Kent,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;independent_living;job_training;paid_work,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0262,16,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;financial_literacy;housing;life_skills,63,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0262,16,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;mentorship;transition_support,43,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0262,16,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0262,16,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0262,16,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0263,18,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;financial_literacy;housing;life_skills,53,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0263,18,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;mentorship;transition_support,43,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0263,18,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0263,18,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0263,18,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;employment;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0264,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0264,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0264,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0264,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0264,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R027,Independent Resources Inc. Youth Transition Life Skills Program,Disability / Life Skills,Statewide,14,28,life_skills,12,Medium,Program inquiry / referral,https://www.iri-delaware.org/iri/25-transition-life-skills-program/
